type,pts_value,pts_timescale,host_seconds,appended
audio,180595435995458,1000000000,180595.46691466667,true
video,180595471191916,1000000000,180595.47088600002,true
video,180595487858500,1000000000,180595.48805183335,true
audio,180595455995458,1000000000,180595.48819245835,true
video,180595504525125,1000000000,180595.50479825,true
audio,180595475995458,1000000000,180595.50959200002,true
video,180595529525041,1000000000,180595.52503908335,true
audio,180595495995416,1000000000,180595.5308845417,true
video,180595546191583,1000000000,180595.541657375,true
audio,180595515995458,1000000000,180595.55225520834,true
video,180595562858166,1000000000,180595.559478,true
audio,180595535995458,1000000000,180595.5735936667,true
video,180595579524791,1000000000,180595.577066125,true
video,180595596191375,1000000000,180595.594286625,true
audio,180595555995416,1000000000,180595.59483295833,true
video,180595612857958,1000000000,180595.61109362502,true
audio,180595575995458,1000000000,180595.61624683335,true
video,180595629524583,1000000000,180595.62821891668,true
audio,180595595995458,1000000000,180595.63763466667,true
video,180595646191166,1000000000,180595.64574304168,true
audio,180595615995458,1000000000,180595.65892654168,true
video,180595662857791,1000000000,180595.66303195833,true
video,180595679524375,1000000000,180595.67968270835,true
audio,180595635995458,1000000000,180595.68014241668,true
video,180595704524291,1000000000,180595.69976383334,true
audio,180595655995458,1000000000,180595.70158033335,true
video,180595721190875,1000000000,180595.71766108336,true
audio,180595675995458,1000000000,180595.72295575,true
video,180595737857458,1000000000,180595.73552837502,true
audio,180595695995458,1000000000,180595.74423887502,true
video,180595754524083,1000000000,180595.75223462502,true
audio,180595715995416,1000000000,180595.76565850002,true
video,180595771190708,1000000000,180595.76915154167,true
audio,180595735995458,1000000000,180595.78688066668,true
audio,180595755995458,1000000000,180595.78691779167,true
video,180595787857250,1000000000,180595.78698729168,true
video,180595804523833,1000000000,180595.804219,true
audio,180595775995416,1000000000,180595.80821400002,true
video,180595821190416,1000000000,180595.82147483336,true
audio,180595795995458,1000000000,180595.8296172917,true
video,180595846190333,1000000000,180595.84133608334,true
audio,180595815995458,1000000000,180595.850954625,true
video,180595862856916,1000000000,180595.85911916668,true
audio,180595835995458,1000000000,180595.87223658335,true
video,180595879523541,1000000000,180595.87594175,true
video,180595896190125,1000000000,180595.89282104166,true
audio,180595855995458,1000000000,180595.89351983333,true
video,180595912856750,1000000000,180595.91083695836,true
audio,180595875995458,1000000000,180595.914831,true
video,180595929523291,1000000000,180595.9281717917,true
audio,180595895995458,1000000000,180595.93626675,true
video,180595946189875,1000000000,180595.94530495835,true
audio,180595915995458,1000000000,180595.95763908335,true
video,180595962856500,1000000000,180595.96240045835,true
audio,180595935995458,1000000000,180595.97894908334,true
video,180595979523083,1000000000,180595.97919275,true
video,180595996189666,1000000000,180595.99623575,true
audio,180595955995458,1000000000,180596.00021333335,true
video,180596012856291,1000000000,180596.01312720834,true
audio,180595975995458,1000000000,180596.02163683335,true
video,180596029522875,1000000000,180596.0297835417,true
audio,180595995995416,1000000000,180596.0429615,true
video,180596054522750,1000000000,180596.05003083334,true
audio,180596015995458,1000000000,180596.064240125,true
video,180596071189333,1000000000,180596.06657925,true
video,180596087855958,1000000000,180596.08462129167,true
audio,180596035995458,1000000000,180596.08553845834,true
video,180596104522541,1000000000,180596.1013351667,true
audio,180596055995416,1000000000,180596.106994375,true
audio,180596075995458,1000000000,180596.10705895835,true
video,180596121189125,1000000000,180596.11910158335,true
audio,180596095995458,1000000000,180596.128214875,true
video,180596137855750,1000000000,180596.13602325,true
audio,180596115995458,1000000000,180596.14955470833,true
video,180596154522333,1000000000,180596.15277900003,true
video,180596171188958,1000000000,180596.17037179167,true
audio,180596135995458,1000000000,180596.170916375,true
video,180596187855541,1000000000,180596.18730470835,true
audio,180596155995458,1000000000,180596.19227083336,true
video,180596204522166,1000000000,180596.2047242917,true
audio,180596175995458,1000000000,180596.21355641668,true
video,180596229522041,1000000000,180596.22503658335,true
audio,180596195995458,1000000000,180596.23493595835,true
video,180596246188625,1000000000,180596.241489,true
audio,180596215995416,1000000000,180596.25626670834,true
